site,pid,hab,method,secs,d_eff,area_ha,win_px,res,area_ratio,iou_orig,edge_pct,contrast,in_std,compact
millbrook,35,"LFENS, RBEDS",orig,0.0,4.0,0.02173057500003465,150024,0.2999328380672917,1.0,1.0,0.3827330637850632,0.3633992075920105,0.1369744837284088,6.204012512627697
millbrook,35,"LFENS, RBEDS",grabcut2,0.31,4.0,0.02173057500003465,150024,0.2999328380672917,1.6175496688741722,0.3877551020408163,0.48647297513478927,0.28448033332824707,0.1688593029975891,2.2580005737611546
millbrook,36,"LFENS, RBEDS",orig,0.0,5.198578772913037,0.07462292500000961,120726,0.2999328380672917,1.0,1.0,0.4584686489332133,1.016399621963501,0.1516241431236267,1.2443581457957067
millbrook,36,"LFENS, RBEDS",grabcut2,0.25,5.198578772913037,0.07462292500000961,120726,0.2999328380672917,0.6429777992277992,0.6388253700806354,0.7749458666346976,1.362142562866211,0.13425271213054657,1.162392561945602
millbrook,37,"LFENS, RBEDS",orig,0.0,8.96319835197693,3.665126269767515,1691955,0.2999328380672917,1.0,1.0,0.6111458472620054,0.2441668063402176,0.16335973143577576,17.83259326887503
millbrook,37,"LFENS, RBEDS",grabcut2,8.74,8.96319835197693,3.665126269767515,1691955,0.2999328380672917,0.9883779438655916,0.747012635242817,0.8468914610543588,0.32536202669143677,0.16454076766967773,4.158029405254914
millbrook,38,"LFENS, RBEDS",orig,0.0,4.690081115869569,0.05457418000000073,113448,0.2999328380672917,1.0,1.0,0.5326687517228558,0.43037739396095276,0.11594539135694504,0.9146160054199156
millbrook,38,"LFENS, RBEDS",grabcut2,0.32,4.690081115869569,0.05457418000000073,113448,0.2999328380672917,0.5788258575197889,0.5564948788814826,0.7059966860326938,0.40395015478134155,0.10056103020906448,1.0577682371645967
millbrook,39,"LFENS, RBEDS",orig,0.0,4.0,0.08956469074998318,476046,0.2999328380672917,1.0,1.0,0.39184676014684794,0.10736310482025146,0.186976358294487,20.025337476883237
millbrook,39,"LFENS, RBEDS",grabcut2,0.6,4.0,0.08956469074998318,476046,0.2999328380672917,0.05643703554930709,0.04045099396696667,0.893700547920521,0.9655769467353821,0.1246873065829277,1.1469350881177511
