site,pid,hab,method,secs,d_eff,area_ha,win_px,res,area_ratio,iou_orig,edge_pct,contrast,in_std,compact
millbrook,21,DWOOD,sam2tile,1.61,6.623356340349719,0.16836399749982714,189888,0.2999328380672917,0.9370091360794999,0.9001572327044025,0.7402871799825177,0.13860104978084564,0.10641079396009445,1.716169983776147
millbrook,22,DWOOD,sam2,1.34,5.491141164842536,0.14251329469988813,194032,0.2999328380672917,1.3349536014140522,0.6945984331332753,0.6152692773558018,0.7924306988716125,0.07502046972513199,2.2718696419805853
millbrook,22,DWOOD,sam2iter,1.3,5.491141164842536,0.14251329469988813,194032,0.2999328380672917,1.0903352061107254,0.7650852878464819,0.5207170242658766,0.5943639278411865,0.07214301079511642,2.329092345610179
millbrook,22,DWOOD,sam2tile,1.26,5.491141164842536,0.14251329469988813,194032,0.2999328380672917,0.9731077583485891,0.9586414337636295,0.49042680487272855,0.07933997362852097,0.07298615574836731,2.1410082542380895
millbrook,23,DWOOD,sam2,1.96,10.497752596897719,0.34212717073778026,262013,0.2999328380672917,0.7780553875286012,0.7149996194921489,0.615028826664763,0.10127311944961548,0.16991549730300903,4.250145495494289
millbrook,23,DWOOD,sam2iter,1.86,10.497752596897719,0.34212717073778026,262013,0.2999328380672917,0.9647055729426925,0.9136226241098417,0.735355632099705,1.0650889873504639,0.07676514983177185,0.9250715646911479
millbrook,23,DWOOD,sam2tile,1.99,10.497752596897719,0.34212717073778026,262013,0.2999328380672917,0.9873497619861663,0.9615045166649362,0.727494635265035,0.4728544354438782,0.12390124797821045,0.8955698078994963
millbrook,24,DWOOD,sam2,2.94,12.135466936401029,1.125542833706879,788670,0.2999328380672917,0.9939655034608437,0.5949123502410208,0.6500908086338532,0.43437814712524414,0.03448648378252983,5.976124199324018
millbrook,24,DWOOD,sam2iter,3.16,12.135466936401029,1.125542833706879,788670,0.2999328380672917,0.820140032290551,0.7985057534809152,0.6767921898333888,0.47357290983200073,0.08113042265176773,6.5762597272896715
millbrook,24,DWOOD,sam2tile,4.65,12.135466936401029,1.125542833706879,788670,0.2999328380672917,0.8630768738910114,0.8515926602589562,0.7029214915435742,0.7243223786354065,0.04899971932172775,3.949451070500276
